id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
10182,Esteira 01,Em manutenção,70.82,2.51,29
10183,  Esteira 01,Operando,74.05,2.51,230
10184,Motor 03,manutencao,69.61,2.76,11
10185,Esteira 02  ,Parado,58.61,1.98,0
10186, Robô 02,Fora de operação,76.24,3.85,0
10187,  Robô 02  ,operando,55.93,2.01,406
10188,  Robô 02  ,Operando,64.92,2.88,277
10189,Esteira 02,PARADO,63.21,2.42,0
10190, Robô 02,Operando,78.01,2.08,326
10191,Esteira 02  ,Manutenção,69.01,4.07,28
10192,Robô 02,Manut.,68.99,2.83,26
10193,Robô 01,operando,67.25,2.19,390
10194,  Esteira 01  ,parado,73.86,3.21,0
10195,Esteira 01  ,Em operação,58.14,4.56,230
10196,Esteira 02  ,PARADO,67.64,3.44,0
10197,  Robô 02,Operando,73.36,2.78,265
10198,  Esteira 01  ,MANUTENÇÃO,71.86,3.23,25
10199,  Bomba 01,manutencao,69.8,3.86,17
10200,  Robô 01  ,Em manutenção,50.13,2.12,26
10201,Robô 01,Em manutenção,73.89,0.2,15
10202,Motor 01 ,parado,64.61,5.15,0
10203,Bomba 01 ,Parado,70.15,3.05,0
10204,Bomba 02  ,manutencao,69.75,4.64,1
10205,  Bomba 01  ,Manut.,55.18,3.64,30
10206,Esteira 02,operando,74.68,2.42,274
10207,Esteira 01  ,operando,63.42,2.58,344
10208,Robô 02,manutencao,57.46,4.14,15
10209,  Compressor 01  ,Operando,59.52,2.04,272
10210,Motor 03,Desligado,72.39,2.64,0
10211,  Robô 01,Desligado,68.47,2.89,0
10212,Esteira 01  ,Em operação,67.72,3.23,382
10213,  Robô 01  ,Manutenção,46.75,2.53,10
10214,  Robô 01  ,Parado,54.68,3.28,0
10215,  Robô 02  ,Em manutenção,69.06,3.03,15
10216, Motor 01,PARADO,55.51,3.4,0
10217,Motor 03,Parado,79.11,2.74,0
10218,Bomba 02  ,Manutenção,63.77,1.98,6
10219,  Motor 01,Em operação,50.15,2.79,199
10220,Esteira 01 ,Operando,65.9,2.19,347
10221,Motor 02 ,Operando,62.12,4.6,321
10222, Motor 02,manutencao,70.87,2.28,15
10223,Motor 01,Operando,75.25,2.86,271
10224,  Esteira 02  ,Manutenção,77.56,4.33,30
10225,  Motor 03  ,Ligado,62.79,2.08,206
10226,  Motor 01  ,Fora de operação,65.67,3.97,0
10227,Bomba 01 ,Manut.,67.06,4.4,4
10228,Bomba 01 ,parado,71.88,3.47,0
10229,  Motor 03  ,manutencao,68.01,1.37,18
10230,  Robô 01,Operando,79.38,3.83,336
10231,  Esteira 01  ,OPERANDO,69.84,3.49,245
10232,  Motor 02,MANUTENÇÃO,63.92,3.3,28
10233,Esteira 02  ,Ligado,73.4,4.49,189
10234,  Robô 02,manutencao,60.52,4.5,29
10235,Bomba 02,OPERANDO,76.22,4.39,285
10236,Robô 02 ,Desligado,76.28,3.92,0
10237,Motor 01,operando,77.12,3.72,236
10238,Motor 01,parado,54.44,3.62,0
10239,Bomba 01 ,Manutenção,77.12,2.98,28
10240, Esteira 01,Ligado,57.36,2.67,229
10241,Bomba 02  ,Em operação,71.21,3.53,252
10242, Bomba 02,OPERANDO,67.48,2.9,304
10243,  Esteira 02  ,Fora de operação,63.22,2.42,0
10244,Esteira 01  ,Manutenção,78.33,3.06,24
10245,Motor 01 ,manutencao,66.36,3.02,24
10246, Esteira 02,Desligado,62.26,2.27,0
10247,  Esteira 01,OPERANDO,63.28,4.05,225
10248,Motor 02,manutencao,62.52,3.09,9
10249,Motor 02,Em manutenção,75.56,2.6,29
10250,  Bomba 01  ,PARADO,74.55,2.37,0
10251,Motor 02 ,Parado,62.43,4.19,0
10252,Robô 02 ,manutencao,73.62,2.95,19
10253,Bomba 02 ,Ligado,64.31,2.71,204
10254, Compressor 01,OPERANDO,63.33,2.92,378
10255,  Robô 01,Manut.,64.33,2.62,17
10256,  Motor 01  ,OPERANDO,71.02,3.18,199
10257, Compressor 01,parado,65.69,3.54,0
10258,  Esteira 01  ,Em operação,70.69,3.79,265
10259,Compressor 01  ,MANUTENÇÃO,83.02,5.02,3
10260,Esteira 02 ,MANUTENÇÃO,69.49,2.69,11
10261,Esteira 01,Ligado,70.55,3.3,397
10262, Motor 02,Operando,70.41,3.15,196
10263,  Esteira 02,Em operação,69.23,2.55,252
10264,  Esteira 01,Manutenção,56.56,3.31,21
10265,Motor 01 ,Parado,62.0,1.91,0
10266,  Motor 03,PARADO,77.18,3.32,0
10267,Bomba 02,manutencao,64.31,4.15,19
10268,Compressor 01  ,Fora de operação,66.26,1.9,0
10269,  Compressor 01  ,OPERANDO,60.78,4.3,291
10270,Esteira 02,operando,67.29,3.27,294
10271,Bomba 02 ,Fora de operação,61.49,2.34,0
10272,  Compressor 01  ,parado,70.32,4.3,0
10273,Robô 01,Operando,52.59,3.87,337
10274,  Esteira 02,Parado,83.31,3.82,0
10275,  Bomba 01  ,OPERANDO,69.17,3.42,216
10276,Compressor 01,manutencao,66.27,3.61,22
10277,Bomba 01  ,manutencao,68.68,4.53,29
10278, Motor 03,MANUTENÇÃO,54.95,2.52,7
10279,Esteira 01,parado,80.54,1.6,0
10280,  Bomba 02,manutencao,76.36,1.54,15
10281,  Esteira 02  ,Em operação,73.13,2.55,304
10282,  Motor 01,operando,84.74,5.25,386
10283,Robô 02 ,Manut.,70.08,3.3,11
10284,Compressor 01  ,Manut.,62.03,3.31,1
10285,  Esteira 01,operando,64.07,3.96,416
10286,  Robô 01,Operando,69.46,3.87,233
10287, Bomba 02,manutencao,70.43,2.33,16
10288,  Robô 01  ,Em operação,64.23,1.51,397
10289,  Esteira 01,operando,69.98,2.07,321
10290,Compressor 01 ,Em manutenção,77.29,3.34,11
10291,  Compressor 01  ,operando,84.32,4.22,396
10292,Compressor 01  ,Em operação,63.18,2.5,195
10293,  Motor 03  ,PARADO,72.5,1.57,0
10294,Robô 02 ,OPERANDO,64.3,5.42,293
10295, Robô 02,parado,53.49,4.7,0
10296,Esteira 02 ,Desligado,67.45,1.35,0
10297,Compressor 01,operando,64.3,3.0,197
10298, Robô 01,manutencao,59.47,3.17,7
10299,  Esteira 02,PARADO,65.27,4.11,0
10300,  Robô 01  ,Em operação,64.44,3.47,409
10301,  Esteira 01  ,Ligado,60.73,1.99,343
10302,Robô 01  ,operando,63.62,4.17,398
10303,Esteira 02,Em manutenção,68.43,3.98,20
10304,Bomba 01 ,Manutenção,59.84,3.52,25
10305,  Motor 01  ,PARADO,58.02,2.15,0
10306,  Compressor 01,Manutenção,72.66,3.39,20
10307,Bomba 01 ,Ligado,68.38,3.13,304
10308,Esteira 01,MANUTENÇÃO,69.96,2.9,15
10309,Motor 03 ,Fora de operação,71.51,4.37,0
10310,  Robô 02  ,Desligado,62.23,3.95,0
10311,Motor 03 ,Operando,62.71,3.78,345
10312,Motor 03 ,Em manutenção,71.32,2.1,9
10313,Robô 01 ,parado,60.18,5.15,0
10314,Bomba 02 ,Manut.,75.04,4.81,8
10315,  Esteira 01,Em operação,73.53,4.46,380
10316,Motor 03,OPERANDO,70.92,3.68,180
10317,Bomba 02 ,Manut.,65.15,2.97,5
10318,Bomba 02 ,OPERANDO,63.11,0.68,404
10319,  Motor 02  ,Em operação,59.73,3.01,339
10320,  Bomba 02,Ligado,60.72,3.46,194
10321, Robô 02,OPERANDO,78.26,2.84,267
10322,  Bomba 02  ,Em manutenção,71.6,3.06,5
10323,Motor 01 ,manutencao,78.3,3.11,1
10324,Bomba 02  ,parado,69.91,2.84,0
10325,Bomba 01  ,Desligado,66.78,4.59,0
10326, Motor 03,parado,67.0,5.28,0
10327,Motor 02,Manut.,66.42,1.31,25
10328,Motor 03,Desligado,59.63,2.61,0
10329,Motor 01 ,Operando,73.83,2.77,242
10330,Motor 03,Em manutenção,59.98,4.27,26
10331,Compressor 01 ,operando,60.66,2.42,382
10332,Motor 03  ,parado,75.39,3.31,0
10333, Bomba 01,operando,77.02,2.63,234
10334, Esteira 02,OPERANDO,79.83,3.48,410
10335, Esteira 02,operando,67.53,2.81,296
10336, Compressor 01,OPERANDO,71.87,3.98,338
10337,Robô 02 ,Manut.,62.43,3.07,12
10338,Compressor 01 ,OPERANDO,60.18,2.85,201
10339,  Compressor 01,Manut.,64.14,2.05,27
10340,  Robô 01,Ligado,76.85,2.15,312
10341,Motor 01,operando,71.39,3.37,347
10342, Bomba 01,Manutenção,70.66,2.87,6
10343, Robô 01,Parado,70.72,2.82,0
10344,  Esteira 01,PARADO,64.16,3.78,0
10345,Robô 01,parado,61.36,1.95,0
10346,Esteira 02 ,Desligado,64.04,2.18,0
10347,  Esteira 02,Operando,66.39,3.57,419
10348,  Motor 03,operando,57.83,4.1,263
10349, Esteira 02,PARADO,63.02,2.76,0
10350,Robô 02  ,PARADO,70.34,3.27,0
10351,  Esteira 02  ,parado,73.11,3.56,0
10352,Motor 01 ,PARADO,65.68,2.76,0
10353,Motor 03  ,Em manutenção,56.42,3.84,20
10354,Bomba 01 ,Em operação,77.1,3.92,373
10355, Esteira 02,PARADO,65.23,3.16,0
10356,  Robô 02  ,parado,53.11,3.63,0
10357,Bomba 01,Ligado,61.73,4.66,392
10358, Motor 03,PARADO,75.08,0.54,0
10359,  Esteira 02,Manutenção,66.28,3.98,25
10360,Bomba 02,Em operação,52.48,2.6,271
10361,Motor 02,Fora de operação,54.15,1.88,0
10362,  Bomba 01,manutencao,68.28,5.08,21
10363,  Bomba 02,Fora de operação,70.12,3.31,0
10364,Compressor 01  ,Parado,71.88,3.71,0
10365,  Motor 03  ,PARADO,74.95,5.46,0
10366,  Motor 02,Fora de operação,66.02,3.63,0
10367, Motor 03,Manut.,69.24,2.65,11
10368,Esteira 01  ,Em operação,73.84,3.56,382
10369,  Compressor 01,operando,60.23,3.16,304
10370, Motor 03,Manutenção,66.19,5.31,11
10371,Robô 01  ,Em manutenção,72.35,2.35,0
10372,Compressor 01  ,Desligado,72.03,6.44,0
10373,Esteira 02,Desligado,70.89,4.85,0
10374,  Esteira 01,Desligado,69.71,5.01,0
10375,Motor 02 ,Em manutenção,64.05,2.63,12
10376,Bomba 02  ,parado,60.75,3.91,0
10377,Robô 01,PARADO,60.83,2.55,0
10378,Esteira 01,Operando,79.18,3.66,304
10379,Bomba 01,Fora de operação,69.15,4.08,0
10380,Motor 01 ,PARADO,73.82,2.11,0
10381,Robô 01,Ligado,73.07,2.43,202
10382, Esteira 02,Manutenção,76.67,4.26,9
10383, Compressor 01,PARADO,69.36,2.47,0
10384,  Motor 03  ,OPERANDO,58.65,0.33,360
10385,Robô 01  ,Em operação,71.38,2.47,220
10386,  Compressor 01,manutencao,73.84,2.13,23
10387,  Esteira 01,manutencao,50.74,1.93,6
10388,Motor 03 ,Operando,65.13,2.54,414
10389,Robô 01,MANUTENÇÃO,80.14,3.01,19
10390,Robô 01,Manutenção,73.13,2.54,2
10391,Robô 01,Fora de operação,70.95,1.34,0
10392,Motor 01  ,Desligado,64.67,2.97,0
10393,Motor 01  ,Ligado,68.33,4.69,292
10394,Motor 03 ,MANUTENÇÃO,62.77,4.88,5
10395,Compressor 01 ,Fora de operação,66.61,4.09,0
10396, Esteira 01,manutencao,63.86,1.6,5
10397, Motor 03,operando,74.37,0.2,240
10398,Motor 03 ,Operando,68.19,2.12,401
10399, Robô 02,MANUTENÇÃO,73.35,2.18,29
10400,Compressor 01 ,Parado,75.98,3.99,0
10401,Bomba 02 ,Em manutenção,63.4,1.44,2
10402,Bomba 02,Desligado,57.27,4.12,0
10403,Esteira 02  ,MANUTENÇÃO,65.49,3.52,6
10404,  Robô 02,parado,67.26,3.01,0
10405,  Bomba 01,Parado,72.57,1.91,0
10406,  Bomba 02,manutencao,61.01,5.48,2
10407,Motor 02  ,operando,70.51,5.17,348
10408,  Motor 01,OPERANDO,70.19,4.32,329
10409,Motor 02  ,Em operação,73.17,2.95,273
10410,  Motor 01,Manut.,68.88,4.39,21
10411,Robô 01 ,Manut.,71.36,0.53,14
10412,  Bomba 02  ,Em manutenção,60.76,4.17,30
10413,Robô 02,Fora de operação,57.53,4.39,0
10414,  Robô 02,parado,71.13,3.34,0
10415,  Esteira 01,Em operação,76.07,2.96,326
10416,  Bomba 01  ,operando,69.94,2.5,350
10417,  Motor 01  ,Em operação,70.45,4.53,219
10418,Esteira 02  ,operando,69.42,2.63,230
10419,  Motor 02,PARADO,61.53,3.25,0
10420, Esteira 02,OPERANDO,75.47,4.66,354
10421, Esteira 02,Manutenção,75.67,4.09,18
10422, Compressor 01,Desligado,76.5,3.99,0
10423,Robô 02,Manut.,67.83,4.18,3
10424,Compressor 01 ,operando,71.28,3.22,417
10425,Bomba 01  ,Ligado,66.17,2.22,309
10426, Esteira 01,OPERANDO,65.47,3.14,260
10427,  Esteira 01  ,Parado,71.18,3.47,0
10428,  Bomba 02  ,Ligado,77.95,2.95,237
10429,  Motor 02  ,PARADO,76.29,2.79,0
10430,  Motor 02,Ligado,71.18,2.82,269
10431,  Esteira 02,Manutenção,72.68,3.58,8
10432, Esteira 01,Manut.,61.66,2.19,28
10433,Motor 03 ,Em operação,76.8,4.23,319
10434, Robô 02,manutencao,66.17,2.87,29
10435, Robô 01,Fora de operação,75.85,2.66,0
10436,Esteira 02 ,MANUTENÇÃO,65.06,3.01,29
10437,Robô 01 ,Parado,56.83,3.46,0
10438,Bomba 02  ,Manutenção,78.67,2.89,21
10439,Robô 01,parado,66.73,2.14,0
10440,Esteira 02  ,Fora de operação,72.29,5.22,0
10441, Bomba 01,manutencao,64.2,3.33,6
10442,  Robô 01,operando,68.65,2.09,357
10443,  Esteira 02,operando,60.27,3.54,182
10444,Bomba 01 ,Ligado,68.56,4.6,303
10445,  Esteira 01,PARADO,74.25,3.65,0
10446,  Esteira 02,Operando,56.83,3.93,398
10447, Bomba 01,MANUTENÇÃO,69.95,3.33,25
10448,Robô 01  ,Em operação,73.39,1.94,279
10449,  Robô 02,OPERANDO,74.35,3.02,216
10450,Motor 01 ,operando,62.98,2.89,230
10451,Motor 02  ,MANUTENÇÃO,76.97,2.9,28
10452,Compressor 01  ,Manut.,72.77,2.38,23
10453,  Robô 01,manutencao,66.11,5.68,0
10454,Motor 02  ,Em manutenção,71.12,3.85,7
10455,  Motor 02,Parado,66.84,3.14,0
10456,Bomba 02,parado,75.34,4.11,0
10457,  Robô 01  ,Manut.,69.01,2.97,19
10458, Compressor 01,Em manutenção,62.42,3.73,11
10459,  Compressor 01,Em manutenção,64.96,2.92,9
10460,Motor 02 ,OPERANDO,60.66,4.26,195
10461,Robô 02 ,parado,70.46,4.52,0
10462, Motor 01,Desligado,64.02,3.87,0
10463,Robô 01  ,OPERANDO,73.14,5.31,218
10464,Robô 02  ,parado,62.13,3.16,0
10465, Esteira 02,Manut.,60.14,4.3,21
10466,Bomba 01  ,Fora de operação,74.44,3.96,0
10467,  Compressor 01,Ligado,58.64,3.01,280
10468, Robô 02,OPERANDO,61.91,4.35,249
10469,  Esteira 01,manutencao,60.9,3.68,5
10470,  Robô 01,operando,78.34,3.95,386
10471,Bomba 02 ,Em manutenção,69.35,4.48,19
10472,Bomba 01 ,Ligado,54.43,1.7,386
10473,  Motor 01,Manutenção,58.2,2.53,16
10474,Motor 03  ,Em operação,62.02,2.93,385
10475,Motor 01  ,Fora de operação,65.7,1.55,0
10476,Robô 01 ,Parado,65.07,2.34,0
10477,Compressor 01  ,Ligado,63.36,1.47,256
10478,Esteira 01,Em operação,75.73,2.16,247
10479,Motor 03,Parado,66.83,4.7,0
10480,Motor 01  ,parado,60.24,3.33,0
10481, Esteira 02,Desligado,73.35,2.83,0
10482,Esteira 02,Em operação,79.02,3.35,220
10483,  Compressor 01  ,manutencao,51.3,3.6,0
10484,Esteira 01 ,Em operação,73.53,2.59,419
10485,Esteira 01,PARADO,69.51,1.68,0
10486,Compressor 01  ,MANUTENÇÃO,62.2,2.55,21
10487,Motor 01  ,Operando,58.92,3.99,376
10488,Motor 02  ,Em manutenção,65.34,4.23,26
10489,Esteira 01 ,MANUTENÇÃO,61.43,3.62,1
10490,Esteira 02,manutencao,66.51,1.93,16
10491,Motor 03  ,OPERANDO,72.98,4.12,390
10492,Bomba 01,MANUTENÇÃO,64.0,1.78,0
10493,Motor 03  ,manutencao,65.43,3.39,23
10494,Motor 02 ,PARADO,66.56,4.6,0
10495, Compressor 01,Fora de operação,57.12,2.41,0
10496,Bomba 01 ,OPERANDO,67.49,4.28,357
10497,Robô 02,Em operação,55.22,1.65,268
10498,  Compressor 01  ,MANUTENÇÃO,65.18,4.04,17
10499,Esteira 02 ,OPERANDO,69.3,2.45,233
10500,  Esteira 01  ,Desligado,61.23,2.87,0
10501,Bomba 02 ,operando,65.15,2.97,362
10502,Esteira 02  ,Ligado,69.34,1.86,255
10503, Motor 02,Operando,76.21,4.3,283
10504,  Esteira 02  ,Em manutenção,66.15,1.3,1
10505,Esteira 01 ,Manutenção,66.81,2.35,9
10506,  Motor 02,Manutenção,52.54,3.31,6
10507,Esteira 01 ,manutencao,65.04,2.43,24
10508,  Motor 01  ,Em manutenção,73.67,2.55,17
10509,Motor 03,Manutenção,69.44,2.62,25
10510,  Bomba 02  ,Operando,74.75,2.12,325
10511, Motor 03,operando,60.3,2.93,342
10512,Robô 01,Manutenção,77.91,4.02,0
10513,Robô 01,OPERANDO,71.58,2.77,318
10514, Robô 01,Manut.,59.6,3.88,15
10515,  Motor 01  ,OPERANDO,70.08,1.68,271
10516,Compressor 01  ,Manut.,62.04,4.7,13
10517,Esteira 02 ,Manutenção,69.45,3.25,20
10518,Esteira 01 ,Em operação,73.47,2.51,227
10519,  Robô 01,Ligado,59.42,2.4,280
10520,Motor 03 ,MANUTENÇÃO,71.07,3.16,16
10521,Esteira 02  ,OPERANDO,69.5,3.24,342
10522,Bomba 01  ,operando,66.93,3.24,191
10523,  Robô 02  ,Operando,61.51,1.95,273
10524, Compressor 01,Desligado,74.65,2.25,0
10525,Robô 02 ,Ligado,58.13,2.44,420
10526,Motor 02,parado,71.72,2.17,0
10527, Esteira 01,Manut.,59.47,2.97,10
10528,Esteira 01 ,Desligado,60.31,1.37,0
10529,Esteira 02  ,parado,59.49,3.97,0
10530, Motor 03,Desligado,62.83,3.8,0
10531,  Bomba 01  ,OPERANDO,67.39,3.11,416
10532,  Motor 02  ,manutencao,77.24,2.63,25
10533,  Bomba 01  ,Em operação,65.05,3.91,397
10534,  Esteira 02,Fora de operação,71.81,3.94,0
10535,Motor 01 ,operando,70.92,1.32,320
10536,Compressor 01,Ligado,65.14,2.55,364
10537,  Compressor 01,Parado,65.24,2.88,0
10538,Bomba 01 ,manutencao,74.52,2.29,16
10539,Esteira 01  ,operando,87.0,3.57,225
10540,  Motor 01  ,Em operação,68.8,3.3,343
10541, Compressor 01,Desligado,67.18,2.77,0
10542,Motor 03  ,PARADO,70.0,3.91,0
10543,Compressor 01 ,Parado,69.58,2.77,0
10544, Bomba 02,PARADO,69.23,3.22,0
10545,  Robô 02,MANUTENÇÃO,76.16,2.45,6
10546,  Esteira 01  ,Operando,68.19,2.54,206
10547,  Compressor 01,parado,59.04,3.58,0
10548, Robô 02,operando,73.74,2.46,286
10549,Motor 03,Em manutenção,68.55,3.92,18
10550,Bomba 01  ,OPERANDO,56.1,1.24,281
10551,  Bomba 01,OPERANDO,83.01,4.07,333
10552,Bomba 01  ,Operando,57.14,2.29,257
10553,Esteira 02,MANUTENÇÃO,65.0,4.01,6
10554,  Compressor 01,Em manutenção,69.56,4.13,17
10555,Motor 03 ,parado,78.01,2.42,0
10556,Bomba 01  ,parado,86.27,1.35,0
10557,  Bomba 02,Fora de operação,60.51,4.25,0
10558,  Compressor 01,manutencao,70.5,3.11,13
10559,Bomba 01,parado,55.97,3.46,0
10560,  Robô 02,Manut.,65.81,3.99,3
10561,Bomba 01  ,Manutenção,76.68,3.15,27
10562,  Bomba 01,Desligado,61.19,3.33,0
10563,  Motor 03,Em operação,60.08,4.05,338
10564,Bomba 01,Em manutenção,66.72,2.79,24
10565,  Esteira 02  ,parado,66.32,3.16,0
10566, Bomba 02,Desligado,63.32,1.33,0
10567,Motor 03  ,Parado,72.75,3.27,0
10568, Bomba 02,MANUTENÇÃO,66.93,3.1,25
10569,Motor 03,Manutenção,63.68,2.68,5
10570, Motor 02,MANUTENÇÃO,67.79,2.4,0
10571,Motor 03  ,Em manutenção,64.32,2.38,22
10572, Bomba 02,Manut.,61.78,3.13,30
10573,Motor 02 ,Desligado,57.89,3.4,0
10574,  Compressor 01  ,operando,65.74,3.52,352
10575,Robô 02 ,Em operação,58.35,4.42,333
10576,  Esteira 01  ,Desligado,61.23,5.07,0
10577,Esteira 01 ,Desligado,70.82,2.47,0
10578,  Robô 02  ,Em manutenção,59.29,2.27,24
10579,  Motor 02,Fora de operação,57.34,5.06,0
10580,  Robô 02  ,Parado,72.5,4.09,0
10581,  Compressor 01  ,Manutenção,65.39,3.57,0
10582,  Robô 02  ,Operando,69.78,3.27,350
10583,Esteira 02  ,PARADO,67.01,3.46,0
10584,Motor 02 ,Manut.,62.96,2.64,13
10585,Motor 01  ,Desligado,64.57,2.81,0
10586,Motor 01 ,Manutenção,77.46,3.13,24
10587,Bomba 01  ,MANUTENÇÃO,56.53,4.35,19
10588,  Compressor 01  ,Em operação,79.56,3.83,272
10589,  Robô 02,Parado,67.79,2.43,0
10590,Esteira 02 ,Fora de operação,66.61,2.5,0
10591,  Motor 01  ,Em operação,72.47,4.38,411
10592,Esteira 02,Manut.,58.24,2.99,29
10593,Bomba 02 ,Em operação,55.02,2.29,320
10594, Compressor 01,Parado,61.79,4.48,0
10595,Esteira 02,Parado,70.55,3.08,0
10596,Motor 01  ,Ligado,54.17,3.6,374
10597,Compressor 01,Em manutenção,75.05,1.62,18
10598,  Bomba 02  ,Manut.,80.58,3.47,12
10599,  Motor 02  ,parado,64.07,2.85,0
10600,Bomba 01,OPERANDO,69.24,2.39,400
10601, Robô 01,parado,70.5,2.39,0
10602,Bomba 01  ,Em manutenção,54.82,5.09,15
10603,  Compressor 01  ,Operando,63.76,1.86,396
10604, Motor 03,parado,58.69,2.25,0
10605,  Bomba 01,Fora de operação,60.13,1.24,0
10606,Robô 02,parado,77.32,1.82,0
10607,  Motor 03,parado,67.73,3.2,0
10608,Esteira 01 ,Em manutenção,70.37,3.35,29
10609,Robô 02 ,Parado,77.98,3.03,0
10610,Bomba 02  ,operando,60.83,4.6,232
10611,Esteira 02  ,Em operação,73.59,2.22,417
10612, Bomba 02,Ligado,58.04,3.29,311
10613,Esteira 02  ,manutencao,76.78,3.93,23
10614,  Compressor 01  ,Desligado,66.48,3.1,0
10615,Robô 01  ,operando,59.93,2.03,398
10616,Motor 02,manutencao,68.53,4.87,19
10617,  Bomba 01  ,Manut.,69.52,3.67,8
10618, Esteira 01,Em operação,80.25,4.16,183
10619,Compressor 01,OPERANDO,58.95,3.17,334
10620, Bomba 02,Ligado,66.78,1.95,388
10621,  Robô 02  ,Operando,73.12,1.75,229
10622, Motor 03,manutencao,74.92,3.47,4
10623,Motor 03,Em operação,65.84,3.92,388
10624,Esteira 01 ,operando,60.31,2.37,404
10625,Robô 01,parado,73.81,2.2,0
10626,Compressor 01,MANUTENÇÃO,67.7,1.31,4
10627,Bomba 01  ,Fora de operação,77.85,3.27,0
10628,Motor 03  ,Em operação,69.89,3.79,204
10629,Compressor 01,manutencao,75.92,4.37,20
10630,  Esteira 01  ,MANUTENÇÃO,73.74,3.76,21
10631, Esteira 02,Em operação,87.13,3.74,412
10632,Motor 01 ,manutencao,62.47,1.96,10
10633,  Motor 02,Ligado,69.67,5.32,313
10634, Motor 02,parado,55.17,3.09,0
10635,Motor 01,Manutenção,76.97,1.74,19
10636,Compressor 01  ,parado,41.81,1.85,0
10637, Bomba 02,operando,81.48,4.46,182
10638,  Motor 01,OPERANDO,70.66,3.25,207
10639,Motor 03 ,Operando,55.35,3.56,276
10640,Bomba 02 ,manutencao,62.85,2.41,26
10641,  Esteira 01,OPERANDO,68.73,2.64,373
10642,  Esteira 01  ,Parado,80.21,3.63,0
10643, Motor 02,Em operação,66.62,4.46,318
10644,Robô 02 ,Operando,56.05,2.11,201
10645,Robô 01 ,Desligado,82.04,2.26,0
10646,Esteira 02 ,Em operação,61.52,1.71,251
10647,  Robô 02,OPERANDO,62.32,4.0,217
10648,Motor 01 ,PARADO,66.94,5.0,0
10649,  Motor 03  ,operando,60.73,3.4,239
10650,Robô 02 ,Fora de operação,72.47,3.11,0
10651,Bomba 02 ,operando,71.14,2.49,258
10652,  Bomba 02  ,MANUTENÇÃO,63.07,3.75,2
10653,  Esteira 02  ,Parado,69.02,3.55,0
10654,Robô 01  ,Desligado,63.49,2.23,0
10655,Bomba 02 ,Em manutenção,75.92,3.24,7
10656,Motor 01 ,Ligado,74.9,2.97,322
10657, Esteira 02,operando,67.73,4.44,237
10658,  Bomba 02  ,Fora de operação,60.91,2.31,0
10659,Esteira 02  ,Ligado,60.94,2.33,303
10660,  Motor 03  ,MANUTENÇÃO,78.45,3.06,11
10661, Esteira 02,OPERANDO,66.81,3.7,261
10662,  Motor 01  ,Ligado,73.29,1.89,250
10663, Motor 02,Em operação,62.64,3.2,401
10664, Compressor 01,Operando,52.43,3.86,333
10665,Compressor 01 ,Ligado,67.99,2.81,352
10666,  Motor 01,Ligado,71.99,4.24,416
10667,Robô 02  ,Manutenção,56.45,1.55,30
10668, Compressor 01,Ligado,70.97,2.94,180
10669,Robô 01 ,Manut.,48.97,2.62,14
10670,Bomba 01 ,Manutenção,80.33,2.19,25
10671,  Motor 03,Ligado,68.62,3.46,334
10672,Esteira 02 ,Manut.,69.01,3.31,16
10673,Bomba 01  ,Fora de operação,64.48,1.84,0
10674,Motor 02  ,operando,77.67,2.16,334
10675,Robô 02 ,OPERANDO,59.4,2.66,407
10676, Robô 01,Em operação,73.64,4.18,285
10677, Esteira 02,Ligado,61.91,1.98,347
10678,Bomba 01 ,Ligado,68.72,2.49,252
10679,  Robô 02  ,PARADO,64.19,1.44,0
10680, Compressor 01,Manutenção,69.25,3.13,29
10681,  Robô 02  ,Ligado,68.57,3.62,378
10682,  Esteira 01  ,MANUTENÇÃO,67.92,2.88,0
10683,  Robô 02  ,operando,59.33,0.74,297
10684,Esteira 01,parado,68.32,3.6,0
10685,Esteira 01,Manutenção,54.57,2.92,15
10686,Motor 03 ,Em operação,61.87,3.19,326
10687,  Motor 01,operando,69.32,2.85,411
10688,Motor 03 ,PARADO,60.62,2.25,0
10689,  Robô 02,Manut.,64.72,2.86,4
10690,Esteira 02,Fora de operação,80.28,2.97,0
10691,  Motor 03,MANUTENÇÃO,69.96,3.79,20
10692,Robô 02 ,OPERANDO,74.55,3.1,326
10693,  Robô 02  ,Em manutenção,70.45,3.36,28
10694, Robô 01,operando,77.2,4.02,298
10695,Compressor 01  ,Fora de operação,62.41,3.93,0
10696,Bomba 01,Manut.,73.79,3.87,1
10697,Bomba 01 ,Em operação,78.52,2.82,299
10698,  Compressor 01,Operando,77.39,4.44,236
10699,  Motor 02,OPERANDO,62.79,4.06,203
10700,Motor 01,Operando,69.98,5.04,372
10701,Robô 01 ,PARADO,70.32,2.53,0
10702,  Compressor 01  ,Ligado,53.82,2.51,295
10703,  Motor 02  ,manutencao,54.94,2.58,11
10704,Robô 01,Em manutenção,56.37,4.38,29
10705,Motor 03,OPERANDO,64.64,2.88,220
10706,  Esteira 01,Ligado,74.89,2.97,214
10707,Bomba 01,operando,73.62,4.23,419
10708,  Motor 01  ,Em manutenção,70.23,4.71,2
10709, Motor 01,parado,71.32,3.98,0
10710,Bomba 01,parado,69.11,1.63,0
10711,  Robô 01  ,Manut.,69.97,3.93,27
10712,Motor 03  ,OPERANDO,60.75,4.83,385
